StockCode,Description,PurchaseCount,TotalQuantity,AverageQuantity,TotalRevenue,AverageRevenue,UniqueCustomers,TotalQuantity_Normalized,TotalRevenue_Normalized,PurchaseCount_Normalized,PopularityScore,PopularityRank
21538,DAIRY MAID  PUDDING BOWL,46,1294,28.13,1852.5,40.27,40,0.03909937012315502,0.41975961082883734,0.008729388942774006,0.1559,774
21539,RETRO SPOTS BUTTER DISH,642,2505,3.9,11756.74,18.31,290,0.05048415906740622,0.4419260631548641,0.12434529582929195,0.2056,345
21540,DAIRY MAID CERAMIC BUTTER DISH,83,1278,15.4,2114.0,25.47,53,0.0389489517721162,0.42034486797963905,0.015906886517943745,0.1584,749
21541,DINOSAURS WATER TRANSFER TATTOOS ,151,1778,11.77,1466.5,9.71,119,0.04364952524207953,0.41889571308425055,0.029097963142580018,0.1639,694
21542,WOODLAND WATER TRANSFER TATTOOS ,150,1720,11.47,1419.6,9.46,112,0.04310425871956379,0.4187907472702062,0.028903976721629487,0.1636,697
21543,BUTTERFLY WATER TRANSFER TATTOOS ,13,267,20.54,186.95,14.38,13,0.029444392215850334,0.4160319815840277,0.0023278370514064014,0.1493,840
21544,SKULLS  WATER TRANSFER TATTOOS ,373,5746,15.4,4596.1,12.32,229,0.08095327629970857,0.42589999904657916,0.07216294859359845,0.193,434
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,67,676,10.09,1521.15,22.7,52,0.033289461314280344,0.4190180239954984,0.012803103782735208,0.155,783
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,93,682,7.33,1656.55,17.81,69,0.0333458681959199,0.41932105962922134,0.017846750727449078,0.1568,765
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,82,626,7.63,1491.35,18.19,55,0.03281940396728401,0.4189513292991547,0.01571290009699321,0.1558,775
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,48,532,11.08,1202.2,25.05,36,0.0319356961549309,0.4183041893176851,0.009117361784675072,0.1531,802
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,60,284,4.73,1431.8,23.86,42,0.029604211713829088,0.41881805181032006,0.011445198836081475,0.1533,800
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,19,165,8.68,772.95,40.68,16,0.028485475227977813,0.4173434947403175,0.0034917555771096023,0.1498,835
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,35,159,4.54,787.8,22.51,25,0.028429068346338255,0.4173767301846364,0.006595538312318138,0.1508,825
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,28,74,2.64,387.65,13.84,25,0.027629970856444485,0.41648116364967164,0.0052376333656644035,0.1498,835
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,21,160,7.62,712.0,33.9,18,0.02843846949327818,0.417207083943601,0.0038797284190106693,0.1498,835
21555,CERAMIC STRAWBERRY TRINKET TRAY,52,315,6.06,781.65,15.03,38,0.029895647268966815,0.41736296601072653,0.009893307468477207,0.1524,809
21556,CERAMIC STRAWBERRY MONEY BOX,180,1367,7.59,3273.45,18.19,132,0.03978565384976967,0.4229398064251343,0.03472356935014549,0.1658,675
21557,SET OF 6 FUNKY BEAKERS,136,608,4.47,1755.44,12.91,71,0.03265018332236533,0.4195423830695379,0.026188166828322017,0.1595,738
21558,SKULL LUNCHBOX WITH CUTLERY ,547,3771,6.89,9003.15,16.46,267,0.062386011093353386,0.43576331654730777,0.10591658583899127,0.2014,374
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,985,7798,7.92,18413.39,18.69,397,0.10024442982043809,0.4568241588064282,0.19088263821532492,0.2493,157
21561,DINOSAUR LUNCHBOX WITH CUTLERY,447,2861,6.4,6814.08,15.24,260,0.053830967378020116,0.4308640092008243,0.08651794374393793,0.1904,453
21562,HAWAIIAN GRASS SKIRT ,64,664,10.38,926.71,14.48,47,0.03317664755100122,0.4176876214688347,0.012221144519883608,0.1544,789
21563,RED HEART SHAPE LOVE BUCKET ,314,2682,8.54,6356.82,20.24,180,0.05214816207577325,0.42984062608504775,0.060717749757516974,0.1809,534
21564,PINK  HEART SHAPE LOVE BUCKET ,261,1888,7.23,4211.72,16.14,134,0.04468365140547147,0.4250397269868272,0.0504364694471387,0.1734,599
21576,LETS GO SHOPPING COTTON TOTE BAG,148,592,4.0,1313.42,8.87,120,0.0324997649713265,0.41855310824813313,0.02851600387972842,0.1599,734
21577,SAVE THE PLANET COTTON TOTE BAG,337,2194,6.51,4612.5,13.69,242,0.04756040236908903,0.4259367035103388,0.06517943743937925,0.1796,545
21578,WOODLAND DESIGN  COTTON TOTE BAG,283,1898,6.71,4252.5,15.03,186,0.044777662874870734,0.4251309957692734,0.054704170708050434,0.1749,585
21579,LOLITA  DESIGN  COTTON TOTE BAG,97,942,9.71,1301.9,13.42,82,0.03579016640030084,0.418527325600419,0.01862269641125121,0.1576,757
21580,RABBIT  DESIGN  COTTON TOTE BAG,90,355,3.94,780.75,8.68,77,0.03027169314656388,0.4173609517413739,0.017264791464597477,0.155,783
21581,SKULLS  DESIGN  COTTON TOTE BAG,131,1007,7.69,1439.15,10.99,105,0.03640124095139607,0.41883450167670017,0.02521823472356935,0.1602,731
21582,KINGS CHOICE SMALL TUBE MATCHES,17,117,6.88,193.05,11.36,15,0.028034220174861332,0.4160456338540846,0.0031037827352085354,0.1491,842
21584,RETRO SPOT SMALL TUBE MATCHES,367,3735,10.18,6013.95,16.39,253,0.06204756980351603,0.4290732566039947,0.07099903006789525,0.1874,474
21585,SWALLOW SMALL TUBE MATCHES,1,1,1.0,1.65,1.65,1,0.02694368712982984,0.41561726590508485,0.0,0.1475,858
21586,KINGS CHOICE GIANT TUBE MATCHES,246,2530,10.28,5883.6,23.92,172,0.05071918774090439,0.42878152325941726,0.0475266731328807,0.1757,578
21587,COSY HOUR GIANT TUBE MATCHES,267,2047,7.67,5111.85,19.15,207,0.04617843376891981,0.4270542872895083,0.0516003879728419,0.1749,585
21588,RETRO SPOT GIANT  TUBE MATCHES,292,3326,11.39,7684.8,26.32,191,0.05820250070508602,0.43281274765721445,0.05645004849660524,0.1825,520
21589,SWALLOW GIANT TUBE MATCHES,88,1103,12.53,2542.65,28.89,73,0.03730375105762903,0.4213042197107715,0.01687681862269641,0.1585,748
21590,KINGS CHOICE CIGAR BOX MATCHES ,291,3412,11.73,4096.28,14.08,203,0.059010999341919716,0.4247813633711922,0.05625606207565471,0.18,543
21591,COSY HOUR CIGAR BOX MATCHES ,371,3271,8.82,4056.83,10.93,264,0.057685437623390054,0.42469307123123373,0.07177497575169738,0.1847,499
21592,RETRO SPOT  CIGAR BOX MATCHES ,478,5837,12.21,6503.71,13.61,312,0.08180878067124189,0.430169377224173,0.09253152279340446,0.2015,373
21593,SWALLOW CIGAR BOX MATCHES ,96,1366,14.23,1598.06,16.65,69,0.039776252702829744,0.4191901545020688,0.01842870999030068,0.1591,742
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,208,1487,7.15,4127.45,19.84,142,0.04091379148256087,0.4248511242331061,0.04015518913676043,0.1686,647
21610,SET 12 PEAR BOTANICAL T-LIGHTS,88,529,6.01,1493.35,16.97,72,0.03190749271411112,0.4189558054532717,0.01687681862269641,0.1559,774
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,139,729,5.24,2092.95,15.06,93,0.033787722102096455,0.42029775645755735,0.02677012609117362,0.1603,730
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,99,670,6.77,1894.9,19.14,76,0.03323305443264078,0.4198545052961184,0.019010669253152278,0.1574,759
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,138,620,4.49,1802.6,13.06,111,0.03276299708564445,0.41964793078361745,0.026576139670223084,0.1597,736
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,184,1476,8.02,4116.6,22.37,123,0.04081037886622168,0.42482684109702123,0.035499515033947625,0.167,663
21615,4 LAVENDER BOTANICAL DINNER CANDLES,137,1116,8.15,2154.5,15.73,115,0.03742596596784808,0.4204355101005089,0.026382153249272552,0.1614,719
21616,4 PEAR BOTANICAL DINNER CANDLES,160,1081,6.76,2241.25,14.01,126,0.037096925824950645,0.4206296632853351,0.03084384093113482,0.1629,704
21617,4 LILY  BOTANICAL DINNER CANDLES,145,778,5.37,1970.0,13.59,102,0.03424837830215286,0.42002258488321287,0.02793404461687682,0.1607,726
21618,4 WILDFLOWER BOTANICAL CANDLES,105,594,5.66,1519.0,14.47,86,0.032518567265206355,0.4190132121298226,0.02017458777885548,0.1572,761
21619,4 VANILLA BOTANICAL CANDLES,169,1052,6.22,1832.5,10.84,138,0.03682429256369277,0.41971484928766706,0.032589718719689624,0.163,703
21620,S/4 ROSE    BOTANICAL  CANDLE,185,993,5.37,1928.25,10.42,139,0.036269624894237094,0.41992914516601987,0.035693501454898156,0.164,693
21621,VINTAGE UNION JACK BUNTING,1145,6433,5.62,53888.62,47.06,583,0.08741186424743819,0.5362204572149718,0.22192046556741027,0.2819,93
21622,VINTAGE UNION JACK CUSHION COVER,573,3474,6.06,18282.62,31.91,330,0.05959387045219517,0.45653148546948613,0.11096023278370513,0.209,321
21623,VINTAGE UNION JACK MEMOBOARD,512,6069,11.85,44286.63,86.5,313,0.08398984676130487,0.5147304636798812,0.0991270611057226,0.2326,213
21624,VINTAGE UNION JACK DOORSTOP,355,1685,4.75,9859.23,27.77,281,0.04277521857666635,0.43767928955556135,0.06867119301648884,0.183,515
21625,VINTAGE UNION JACK APRON,247,838,3.39,5630.64,22.8,186,0.034812447118548466,0.42821537928669534,0.04772065955383123,0.1702,631
21626,VINTAGE UNION JACK PENNANT,173,1355,7.83,2642.25,15.27,137,0.03967284008649055,0.4215271321857996,0.03336566440349176,0.1649,684
21627,ELEPHANT CARNIVAL POUFFE,56,124,2.21,1759.2,31.41,32,0.02810002820344082,0.41955079823927793,0.01066925315227934,0.1528,805
21628,TRIANGULAR POUFFE VINTAGE ,43,102,2.37,1434.7,33.37,25,0.027893202970762435,0.41882454223378984,0.008147429679922406,0.1516,817
21629,SQUARE FLOOR CUSHION VINTAGE PINK ,50,100,2.0,785.0,15.7,27,0.02787440067688258,0.4173704635688726,0.009505334626576139,0.1516,817
21630,FLOOR CUSHION ELEPHANT CARNIVAL,51,100,1.96,873.0,17.12,22,0.02787440067688258,0.4175674143500219,0.009699321047526674,0.1517,816
21631,HIPPY CHIC DECORATIVE PARASOL,42,206,4.9,1412.1,33.62,38,0.028870922252514808,0.4187739616922674,0.007953443258971873,0.1519,814
21632,VINTAGE PINK DECORATIVE PARASOL,33,101,3.06,759.75,23.02,30,0.027883801823822506,0.4173139521231451,0.006207565470417071,0.1505,828
21633,SUNFLOWER DECORATIVE PARASOL,36,125,3.47,1012.95,28.14,32,0.028109429350380747,0.4178806332343611,0.006789524733268671,0.1509,824
21634,ASSORTED MINI MADRAS NOTEBOOK,54,1597,29.57,1273.85,23.59,43,0.041947917645952806,0.41846454753892764,0.010281280310378274,0.1569,764
21635,MADRAS NOTEBOOK LARGE ,41,383,9.34,791.25,19.3,35,0.030534925260881828,0.4173844515504883,0.007759456838021339,0.1519,814
21636,MADRAS NOTEBOOK MEDIUM,92,991,10.77,903.45,9.82,74,0.036250822600357245,0.4176355637964537,0.017652764306498547,0.1572,761
21637,ASSORTED SANSKRIT MINI NOTEBOOK,46,1256,27.3,1515.28,32.94,40,0.03874212653943781,0.4190048864831649,0.008729388942774006,0.1555,778
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,122,974,7.98,2045.4,16.77,84,0.03609100310237849,0.4201913358934249,0.023472356935014548,0.1599,734
21639,ASSORTED TUTTI FRUTTI KEYRING,15,241,16.07,204.85,13.66,14,0.02919996239541224,0.4160720431633751,0.0027158098933074684,0.1493,840
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,144,2002,13.9,1689.22,11.73,99,0.04575538215662311,0.41939417760672304,0.027740058195926284,0.1643,690
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,48,1541,32.1,741.13,15.44,43,0.041421453417316914,0.41727227912831555,0.009117361784675072,0.1559,774
21642,ASSORTED TUTTI FRUTTI PEN,209,3951,18.9,2098.51,10.04,151,0.06407821754254019,0.4203102001660027,0.04034917555771096,0.1749,585
21643,ASSORTED TUTTI FRUTTI MIRROR,106,1306,12.32,1609.7,15.19,76,0.039212183886434146,0.41921620571902996,0.020368574199806012,0.1596,737
21644,ASSORTED TUTTI FRUTTI HEART BOX,125,978,7.82,1222.5,9.78,72,0.0361286076901382,0.4183496222819729,0.02405431619786615,0.1595,738
21645,ASSORTED TUTTI FRUTTI ROUND BOX,119,909,7.64,1499.85,12.6,86,0.035479928551283256,0.4189703529541521,0.02289039767216295,0.1591,742
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,116,784,6.76,1646.4,14.19,92,0.03430478518379242,0.4192983431470774,0.02230843840931135,0.1586,747
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,130,2356,18.12,2867.48,22.06,97,0.04908338817335715,0.42203121428168894,0.025024248302618818,0.1654,679
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,25,409,16.36,1108.95,44.36,20,0.03077935508131992,0.41809548863197854,0.004655674102812803,0.1512,821
21650,ASSORTED TUTTI FRUTTI BRACELET,113,2763,24.45,819.83,7.26,84,0.052909654977907304,0.41744841579282066,0.021726479146459747,0.164,693
21651,HANGING GLASS ETCHED TEALIGHT,108,1301,12.05,2060.25,19.08,81,0.03916517815173451,0.4202245713377439,0.02075654704170708,0.16,733
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,76,846,11.13,1584.9,20.85,64,0.03488765629406788,0.41916070140797873,0.014548981571290009,0.1562,771
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,106,1196,11.28,2382.6,22.48,76,0.03817805772304221,0.42094601547755617,0.020368574199806012,0.1598,735
21654,RIDGED GLASS FINGER BOWL,63,1129,17.92,696.21,11.05,53,0.037548180878067126,0.41717174470684704,0.012027158098933075,0.1556,777
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,76,1174,15.45,1822.78,23.98,56,0.037971232490363827,0.41969309517865827,0.014548981571290009,0.1574,759
21656,RIDGED GLASS POSY VASE ,84,819,9.75,1129.95,13.45,66,0.034633825326689856,0.4181424882502074,0.016100872938894277,0.1563,770
21657,MILK BOTTLE WITH GLASS STOPPER ,95,221,2.33,1499.95,15.79,76,0.029011939456613706,0.4189705767618579,0.018234723569350145,0.1554,779
21658,GLASS  BEURRE DISH,404,1918,4.75,7247.3,17.94,166,0.04496568581366927,0.43183358894411417,0.07817652764306499,0.185,497
21659,GLASS CAKE STAND,60,106,1.77,1531.9,25.53,46,0.02793080755852214,0.41904208332387743,0.011445198836081475,0.1528,805
21661,VINTAGE GLASS TEA CADDY,83,213,2.57,1243.85,14.99,55,0.028936730281094294,0.4183974052271722,0.015906886517943745,0.1544,789
21662,VINTAGE GLASS COFFEE CADDY,83,234,2.82,1356.3,16.34,59,0.029134154366832754,0.41864907699240217,0.015906886517943745,0.1546,787
21663,VINTAGE GLASS SUGAR CADDY,32,62,1.94,362.9,11.34,22,0.027517157093165365,0.4164257712424734,0.0060135790494665374,0.15,833
21664,RIDGED GLASS STORAGE JAR CREAM LID,58,220,3.79,799.08,13.78,44,0.02900253830967378,0.41740197569385645,0.011057225994180407,0.1525,808
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,43,766,17.81,475.1,11.05,35,0.034135564538873744,0.4166768834884388,0.008147429679922406,0.153,803
21666, RIDGED GLASS T-LIGHT HOLDER,71,1675,23.59,1009.55,14.22,49,0.04268120710726709,0.41787302377236213,0.013579049466537343,0.158,753
21667,GLASS CAKE COVER AND PLATE,153,304,1.99,4878.8,31.89,119,0.02979223465262762,0.42653270343102134,0.029485935984481085,0.1619,714
21668,RED STRIPE CERAMIC DRAWER KNOB,633,9304,14.7,11340.33,17.92,256,0.11440255711196766,0.44099410548692786,0.12259941804073715,0.226,244
21669,BLUE STRIPE CERAMIC DRAWER KNOB,665,9791,14.72,11967.89,18.0,262,0.11898091567171194,0.4423986331257696,0.12880698351115422,0.2301,226
21670,BLUE SPOT CERAMIC DRAWER KNOB,593,7989,13.47,9794.93,16.52,260,0.10204004888596409,0.4375353812006988,0.1148399612027158,0.2181,280
21671,RED SPOT CERAMIC DRAWER KNOB,591,8761,14.82,10525.16,17.81,267,0.10929773432358748,0.4391696922111382,0.11445198836081474,0.221,267
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,643,10228,15.91,12272.92,19.09,278,0.12308921688445991,0.44308131377092846,0.12453928225024248,0.2302,225
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,575,9068,15.77,10878.48,18.92,263,0.11218388643414497,0.4399604495974528,0.11134820562560621,0.2212,266
21674,RIDGED GLASS PENDANT LAMPSHADE,9,43,4.78,680.85,75.65,8,0.027338535301306758,0.41713736784322825,0.0015518913676042677,0.1487,846
21675,BUTTERFLIES STICKERS,162,1559,9.62,1326.71,8.19,124,0.04159067406223559,0.41858285229224074,0.031231813773035886,0.1638,695
21676,FLOWERS  STICKERS,98,1102,11.24,787.36,8.03,75,0.037294349910689105,0.41737574543073064,0.018816682832201746,0.1578,755
21677,HEARTS  STICKERS,200,1937,9.68,1647.23,8.24,144,0.04514430760552787,0.419300200751036,0.03860329776915616,0.1677,656
21678,PAISLEY PATTERN  STICKERS,46,515,11.2,358.79,7.8,39,0.03177587665695215,0.41641657274576294,0.008729388942774006,0.1523,810
21679,SKULLS  STICKERS,274,3791,13.84,3103.79,11.33,182,0.06257403403215192,0.42256009427138663,0.052958292919495636,0.1794,547
21680,WOODLAND  STICKERS,151,2622,17.36,2153.82,14.26,111,0.05158409325937764,0.4204339882081091,0.029097963142580018,0.167,663
21681,GIANT MEDINA STAMPED METAL BOWL ,77,225,2.92,2134.35,27.72,62,0.029049544044373415,0.42039041284777984,0.014742967992240542,0.1547,786
21682,LARGE MEDINA STAMPED METAL BOWL ,143,544,3.8,2647.41,18.51,116,0.032048509918210025,0.42153868066342154,0.027546071774975752,0.1604,729
21683,MEDIUM MEDINA STAMPED METAL BOWL ,134,909,6.78,2604.75,19.44,96,0.035479928551283256,0.42144320429610527,0.02580019398642095,0.1609,724
21684,SMALL MEDINA STAMPED METAL BOWL ,91,1643,18.05,1246.96,13.7,65,0.04238037040518943,0.41840436564682415,0.01745877788554801,0.1594,739
21685,MEDINA STAMPED METAL TRAY ,3,2,0.67,29.9,9.97,3,0.026953088276769767,0.4156804915819879,0.0003879728419010669,0.1477,856
21686,MEDINA STAMPED METAL STOOL,31,54,1.74,2047.3,66.04,10,0.027441947917645954,0.42019558823983605,0.005819592628516004,0.1512,821
21687,SILVER PLATE CANDLE BOWL LARGE,84,445,5.3,1615.83,19.24,55,0.03111779637115728,0.41922992513139856,0.016100872938894277,0.1555,778
21688,SILVER PLATE CANDLE BOWL SMALL,109,844,7.74,2489.8,22.84,97,0.03486885400018802,0.42118593733822896,0.020950533462657614,0.159,743
21689,SILVER VANILLA  FLOWER CANDLE POT,57,337,5.91,1226.31,21.51,49,0.0301024725016452,0.41835814935556587,0.010863239573229874,0.1531,802
21690,SILVER  CANDLEPOT JARDIN ,81,248,3.06,929.2,11.47,65,0.029265770423991727,0.4176931942807105,0.015518913676042677,0.1542,791
21691,SILVER VANILLA FLOWER CANDLE POT,73,240,3.29,898.56,12.31,56,0.029190561248472312,0.41762461959963754,0.01396702230843841,0.1536,797
21692,SILVER LATTICE VANILLA CANDLE POT,114,489,4.29,1815.03,15.92,81,0.03153144683651406,0.4196757500814548,0.021920465567410282,0.1577,756
21693,SMALL HAMMERED SILVER CANDLEPOT ,99,810,8.18,2387.1,24.11,84,0.03454921500423051,0.4209560868243195,0.019010669253152278,0.1582,751
21694,SMALL REGAL  SILVER CANDLEPOT ,61,540,8.85,1516.2,24.86,51,0.03201090533045031,0.4190069455140588,0.011639185257032008,0.1542,791
21695,SMALL SILVER FLOWER CANDLE POT,76,571,7.51,1674.85,22.04,65,0.03230234088558804,0.4193620164393922,0.014548981571290009,0.1554,779
21696,SMALL SILVER TRELLIS CANDLEPOT,98,704,7.18,2076.8,21.19,80,0.03355269342859829,0.42026161151306224,0.018816682832201746,0.1575,758
21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET ,7,372,53.14,295.08,42.15,6,0.030431512644542635,0.41627398485636485,0.0011639185257032007,0.1493,840
21698,MOCK LOBSTER FRIDGE MAGNET,48,450,9.38,268.34,5.59,38,0.031164802105856915,0.4162141386758202,0.009117361784675072,0.1522,811
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,3,108,36.0,82.44,27.48,2,0.027949609852401993,0.4157980801506423,0.0003879728419010669,0.148,853
21700,BIG DOUGHNUT FRIDGE MAGNETS,334,5606,16.78,4683.98,14.02,188,0.07963711572811884,0.4260966812584815,0.06459747817652764,0.1901,455
21701,SET 6 MINI SUSHI SET FRIDGE MAGNETS,1,-12,-12.0,-20.28,-20.28,1,0.026821472219610794,0.4155681848751916,0.0,0.1475,858
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,8,2636,329.5,918.68,114.84,5,0.051715709316536615,0.4176696497100549,0.0013579049466537342,0.1569,764
21703,BAG 125g SWIRLY MARBLES,474,14119,29.79,5344.69,11.28,293,0.1596690796277146,0.4275754011518129,0.09175557710960233,0.2263,242
21704,BAG 250g SWIRLY MARBLES,477,16122,33.8,12238.47,25.66,287,0.1784995769483877,0.44300421201626256,0.09233753637245393,0.2379,196
21705,BAG 500g SWIRLY MARBLES,191,2375,12.43,2841.71,14.88,142,0.04926200996521576,0.42197353903589097,0.03685741998060136,0.1694,639
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",189,1180,6.24,4186.03,22.15,134,0.03802763937200338,0.4249822307871939,0.03646944713870029,0.1665,668
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",132,952,7.21,3933.62,29.8,107,0.03588417786970011,0.42441731775685415,0.025412221144519884,0.1619,714
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,92,546,5.93,2049.1,22.27,72,0.032067312212089874,0.42019961677854145,0.017652764306498547,0.1566,767
21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,79,640,8.1,2597.41,32.88,69,0.03295102002444298,0.4214267768104958,0.01513094083414161,0.1565,768
21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,91,687,7.55,2029.26,22.3,80,0.033392873930619536,0.4201552133297005,0.01745877788554801,0.157,763
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,54,359,6.65,1411.45,26.14,51,0.030309297734323587,0.4187725069421793,0.010281280310378274,0.1531,802
21713,CITRONELLA CANDLE FLOWERPOT,350,2437,6.96,4239.25,12.11,232,0.04984488107549121,0.42510134124824805,0.06770126091173617,0.1809,534
21714,CITRONELLA CANDLE GARDEN POT,335,3287,9.81,3637.27,10.86,230,0.05783585597442888,0.42375406362056317,0.06479146459747817,0.1821,523
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,323,3196,9.89,7497.12,23.21,255,0.05698035160289555,0.4323927053548724,0.06246362754607177,0.1839,507
21716,BOYS VINTAGE TIN SEASIDE BUCKET,311,3326,10.69,7719.08,24.82,241,0.05820250070508602,0.4328894689387804,0.06013579049466537,0.1837,509
21717,EASTER TIN BUCKET,144,1404,9.75,3353.4,23.29,122,0.04013349628654696,0.42311874068596256,0.027740058195926284,0.1637,696
21718,RED METAL BEACH SPADE ,316,3639,11.52,4347.57,13.76,223,0.061145059697283066,0.4253437697552264,0.061105722599418044,0.1825,520
21719,LOVELY BONBON STICKER SHEET,94,824,8.77,698.84,7.43,69,0.03468083106138949,0.4171776308495109,0.018040737148399613,0.1566,767
21720,CAKE SHOP  STICKER SHEET,88,1011,11.49,844.79,9.6,73,0.03643884553915578,0.41750427819620123,0.01687681862269641,0.1569,764
21721,CANDY SHOP  STICKER SHEET,92,1003,10.9,849.43,9.23,73,0.03636363636363636,0.4175146628737527,0.017652764306498547,0.1572,761
21722,SWEET PUDDING STICKER SHEET,42,279,6.64,237.15,5.65,34,0.029557205979129454,0.41614433305236515,0.007953443258971873,0.1512,821
21723,ALPHABET HEARTS STICKER SHEET,94,807,8.59,685.95,7.3,66,0.03452101156341074,0.4171487820362267,0.018040737148399613,0.1566,767
21724,PANDA AND BUNNIES STICKER SHEET,128,914,7.14,776.9,6.07,81,0.03552693428598289,0.4173523351446986,0.02463627546071775,0.1592,741
21725,SWEETIES  STICKERS,111,1045,9.41,888.25,8.0,81,0.03675848453511328,0.4176015450251643,0.02133850630455868,0.1586,747
21726,MULTI HEARTS  STICKERS,131,1036,7.91,867.6,6.62,93,0.036673874212653945,0.41755532873390594,0.02521823472356935,0.1598,735
21728,METAL MEDINA LANTERN ,38,292,7.68,2645.1,69.61,34,0.0296794208893485,0.4215335107054164,0.007177497575169738,0.1528,805
21729,SMALL MARAKESH METAL  LANTERN ,24,114,4.75,354.5,14.77,19,0.02800601673404155,0.41640697139518185,0.0044616876818622695,0.1496,837
21730,GLASS STAR FROSTED T-LIGHT HOLDER,283,1012,3.58,4779.54,16.89,159,0.036448246686095705,0.4263105519021932,0.054704170708050434,0.1725,608
21731,RED TOADSTOOL LED NIGHT LIGHT,1083,26124,24.12,40386.16,37.29,416,0.2725298486415343,0.5060009112554551,0.2098933074684772,0.3295,49
21732,RED HANGING METAL STAR TLIGHT HLDR,60,920,15.33,3188.64,53.14,51,0.03558334116762245,0.42274999510980166,0.011445198836081475,0.1566,767
21733,RED HANGING HEART T-LIGHT HOLDER,1694,16811,9.92,47766.05,28.2,744,0.18497696718999718,0.5225176737588195,0.32841901066925316,0.3453,35
21734,SMALL MARAKESH LANTERN ON STICK,18,49,2.72,183.75,10.21,16,0.02739494218294632,0.41602481973744043,0.003297769156159069,0.1489,844
21735,TWO DOOR CURIO CABINET,240,541,2.25,6424.5,26.77,139,0.032020306477390244,0.429992099140368,0.046362754607177495,0.1695,638
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,24,175,7.29,341.85,14.24,22,0.02857948669737708,0.4163786597203917,0.0044616876818622695,0.1498,835
21737,SET 3 WICKER LOG BASKETS,163,397,2.44,7320.15,44.91,118,0.0306665413180408,0.43199663285782697,0.03142580019398642,0.1647,686
21738,COSY SLIPPER SHOES SMALL  RED ,109,381,3.5,1104.75,10.14,89,0.030516122967001975,0.41808608870833275,0.020950533462657614,0.1565,768
21739,COSY SLIPPER SHOES SMALL GREEN,102,363,3.56,1061.64,10.41,83,0.030346902322083293,0.4179896052063402,0.01959262851600388,0.156,773
21740,COSY SLIPPER SHOES LARGE RED,49,164,3.35,483.8,9.87,44,0.028476074081037885,0.4166963547588478,0.009311348205625606,0.1515,818
21741,COSY SLIPPER SHOES LARGE GREEN,135,617,4.57,1801.35,13.34,108,0.03273479364482467,0.41964513318729435,0.025994180407371482,0.1595,738
21742,LARGE ROUND WICKER PLATTER ,191,429,2.25,2552.55,13.36,156,0.030967378020118456,0.42132637667365075,0.03685741998060136,0.1631,702
21743,STAR PORTABLE TABLE LIGHT ,147,1170,7.96,3259.5,22.17,119,0.03793362790260412,0.422908585250168,0.028322017458777885,0.1631,702
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,159,702,4.42,2116.34,13.31,131,0.033533891134718434,0.42035010507995596,0.030649854510184288,0.1615,718
21745,GAOLERS KEYS DECORATIVE GARDEN ,469,2651,5.65,8909.29,19.0,236,0.05185672652063552,0.43555325063459555,0.09078564500484966,0.1927,436
21746,SMALL RED SPOT  WINDMILL,397,5604,14.12,6663.28,16.78,234,0.07961831343423897,0.43052650718040025,0.07681862269641125,0.1957,411
21747,SMALL SKULL WINDMILL,132,1857,14.07,2152.05,16.3,83,0.04439221585033374,0.4204300268117155,0.025412221144519884,0.1634,699
