Recency,Frequency,Monetary,TotalQuantity,AvgQuantity,MedianQuantity,MaxQuantity,MinQuantity,QuantitySTD,AvgRevenue,MedianRevenue,MaxRevenue,MinRevenue,RevenueSTD,RevenueRange,UniqueProducts,AvgProductsPerInvoice,ActiveMonths,PurchaseSpan,WeekendPurchaseRate,AvgDaysBetweenPurchases,CancelledTransactions,CancelledRevenue,CancellationRate,Cluster,CustomerSegment
461,2,253.09,107,5.631578947368421,4.0,16,1,4.716525631764098,126.545,126.545,133.09,120.0,9.25602776573191,13.090000000000003,17,9.5,2,41,100.0,41.0,1.0,-7.5,33.33333333333333,0,VIP Customers
402,1,252.68,215,8.6,8.0,24,1,6.171169527191206,252.68,252.68,252.68,252.68,0.0,0.0,25,25.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
394,2,399.3,134,7.052631578947368,6.0,12,2,3.566412517588793,199.65,199.65,346.90000000000003,52.4,208.24294705943825,294.50000000000006,19,9.5,2,231,0.0,231.0,1.0,-58.0,33.33333333333333,0,VIP Customers
157,4,2951.11,3015,40.2,24.0,144,4,34.53826706555921,737.7775,750.12,974.39,476.48,259.20096018019177,497.91,73,18.75,3,546,0.0,182.0,0.0,0.0,0.0,3,At-Risk Customers
376,1,51.41,43,10.75,8.0,24,3,9.287087810503357,51.41,51.41,51.41,51.41,0.0,0.0,4,4.0,1,0,100.0,0.0,0.0,0.0,0.0,0,VIP Customers
9,3,678.76,407,15.653846153846152,11.0,72,1,21.6719953999484,226.25333333333333,225.7,279.25,173.81,52.72217781288376,105.44,26,8.666666666666666,3,502,0.0,251.0,1.0,-8.850000000000001,25.0,3,At-Risk Customers
436,1,149.75,33,4.714285714285714,4.0,12,2,3.4982989063393704,149.75,149.75,149.75,149.75,0.0,0.0,7,7.0,1,0,0.0,0.0,2.0,-31.8,66.66666666666666,0,VIP Customers
12,5,1009.43,446,10.136363636363637,6.0,40,1,10.01531596661858,201.886,198.87,370.36,103.6,102.91936348423457,266.76,29,8.6,2,388,0.0,96.75,0.0,0.0,0.0,0,VIP Customers
62,9,1402.54,503,1.60702875399361,1.0,12,1,1.5696077175495384,155.83777777777777,152.05,283.18,36.75,81.99701698503698,246.43,234,34.22222222222222,6,637,97.444089456869,79.25,0.0,0.0,0.0,3,At-Risk Customers
61,1,557.62,142,17.75,8.0,48,4,17.612901115781174,557.62,557.62,557.62,557.62,0.0,0.0,8,8.0,1,0,100.0,0.0,0.0,0.0,0.0,0,VIP Customers
269,2,944.1,210,23.33333333333333,20.0,48,10,12.489995996796797,472.05,472.05,845.1,99.0,527.5723694432832,746.1,8,4.5,2,17,88.88888888888889,17.0,0.0,0.0,0.0,0,VIP Customers
263,3,573.45,247,4.94,3.0,24,1,5.715749812436452,191.15,200.29,232.41,140.75,46.50853255049012,91.66,48,16.666666666666668,3,337,52.0,168.5,0.0,0.0,0.0,0,VIP Customers
1,39,8676.2,5372,2.81994750656168,2.0,60,1,4.364392422288626,222.4666666666667,207.35,499.49,7.800000000000001,109.0520844496198,491.69,507,48.51282051282051,11,411,5.774278215223097,10.31578947368421,0.0,0.0,0.0,3,At-Risk Customers
443,1,722.5600000000001,375,9.86842105263158,12.0,25,1,4.760030959651639,722.5600000000001,722.5600000000001,722.5600000000001,722.5600000000001,0.0,0.0,38,38.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
53,5,2092.66,1740,19.33333333333333,12.0,160,2,24.00889348329353,418.532,325.78000000000003,817.44,305.36,223.37533417994032,512.08,66,18.0,5,220,0.0,54.75,0.0,0.0,0.0,0,VIP Customers
11,19,6135.04,6837,22.270358306188925,12.0,240,1,29.352075132383387,322.89684210526315,309.51,475.54,45.0,86.63165703473989,430.54,154,16.157894736842106,10,711,5.537459283387622,39.11111111111112,11.0,-169.74,36.66666666666666,3,At-Risk Customers
3,36,9429.81,3959,9.632603406326034,8.0,48,1,6.692464476313646,261.93916666666667,313.5,440.8200000000001,9.96,131.93703091951534,430.86000000000007,152,11.416666666666666,10,729,6.81265206812652,21.727272727272727,14.0,-232.15,28.000000000000004,3,At-Risk Customers
18,11,3174.75,3624,8.369515011547344,5.0,96,1,10.6413412025137,288.6136363636364,296.32,648.53,8.2,182.5412810995216,640.3299999999999,257,38.81818181818182,6,249,0.0,24.6,4.0,-47.05,26.666666666666668,3,At-Risk Customers
1,28,8537.32,6366,13.098765432098766,10.0,120,1,14.69913099747556,304.9042857142857,311.98,701.65,27.84,172.69462790393428,673.81,238,17.321428571428573,10,736,26.337448559670783,26.96296296296296,2.0,-30.31,6.666666666666667,3,At-Risk Customers
366,1,590.0,200,200.0,200.0,200,200,0.0,590.0,590.0,590.0,590.0,0.0,0.0,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
37,1,211.49,240,2.7586206896551726,1.0,22,1,3.757056979225675,211.49,211.49,211.49,211.49,0.0,0.0,79,79.0,1,0,0.0,0.0,1.0,-39.12,50.0,0,VIP Customers
31,2,276.56,96,6.4,4.0,24,2,7.287954837558045,138.28,138.28,140.96,135.6,3.790092347159904,5.360000000000014,15,7.5,2,58,53.333333333333336,58.0,0.0,0.0,0.0,0,VIP Customers
113,1,138.98,153,9.5625,6.0,36,2,8.839070463949625,138.98,138.98,138.98,138.98,0.0,0.0,16,16.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
409,1,360.85,199,10.473684210526317,8.0,24,2,8.578839736705085,360.85,360.85,360.85,360.85,0.0,0.0,19,19.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
384,2,238.86,138,2.875,1.0,24,1,4.300544250564553,119.43,119.43,177.36,61.5,81.9253916682734,115.86,48,24.0,2,248,8.333333333333332,248.0,0.0,0.0,0.0,0,VIP Customers
64,5,1891.91,840,3.514644351464435,2.0,36,1,4.509419993247876,378.382,384.43,705.15,137.38,222.72689817352548,567.77,209,46.4,5,578,87.44769874476988,144.25,2.0,-20.7,28.57142857142857,3,At-Risk Customers
16,7,523.3,382,16.608695652173914,20.0,36,1,10.84912702996204,74.75714285714285,75.9,146.6,6.9,45.51332614897374,139.7,10,3.2857142857142856,4,524,0.0,86.83333333333333,0.0,0.0,0.0,3,At-Risk Customers
41,4,1435.85,1358,12.574074074074074,10.0,144,1,17.09796058435024,358.9625,317.305,542.73,258.51,126.6246288247275,284.22,80,27.0,4,569,42.5925925925926,189.66666666666663,1.0,-7.649999999999999,20.0,3,At-Risk Customers
78,1,137.75,73,8.11111111111111,6.0,24,3,6.213783960769083,137.75,137.75,137.75,137.75,0.0,0.0,9,9.0,1,0,0.0,0.0,1.0,-11.45,50.0,0,VIP Customers
122,7,2293.33,1489,7.263414634146342,4.0,96,1,10.022957864899436,327.61857142857144,392.01,478.5,115.5,152.89193116147666,363.0,159,29.0,5,522,0.0,86.5,1.0,-25.5,12.5,3,At-Risk Customers
439,1,350.85,201,9.136363636363637,8.0,30,3,5.717937145055479,350.85,350.85,350.85,350.85,0.0,0.0,22,22.0,1,0,100.0,0.0,2.0,-44.4,66.66666666666666,0,VIP Customers
18,4,1313.19,410,8.03921568627451,8.0,25,2,4.677438548238664,328.2975,351.87,428.4,181.05,104.74807886066456,247.35,42,12.75,4,388,0.0,129.0,3.0,-84.3,42.85714285714285,3,At-Risk Customers
60,4,373.36,204,10.2,10.0,24,2,5.4637561785778255,93.34,97.98,151.9,25.5,57.30928720547831,126.4,19,5.0,4,580,0.0,192.66666666666663,0.0,0.0,0.0,3,At-Risk Customers
331,1,201.19,91,7.0,6.0,24,1,6.150880695748645,201.19,201.19,201.19,201.19,0.0,0.0,13,13.0,1,0,0.0,0.0,1.0,-5.04,50.0,0,VIP Customers
23,6,3364.59,2457,10.636363636363637,10.0,72,1,7.067209813317736,560.765,586.635,796.83,315.17,205.25276775234968,481.66,182,38.5,5,600,9.956709956709958,119.6,0.0,0.0,0.0,3,At-Risk Customers
600,1,734.91,274,5.591836734693878,4.0,36,1,6.515744928462833,734.91,734.91,734.91,734.91,0.0,0.0,46,46.0,1,0,100.0,0.0,0.0,0.0,0.0,0,VIP Customers
603,3,781.59,429,8.09433962264151,6.0,36,2,5.647545930427169,260.53000000000003,264.38,294.68,222.53,36.22875239364448,72.15,46,17.666666666666668,3,101,0.0,50.5,4.0,-261.92,57.14285714285714,0,VIP Customers
443,5,927.61,379,37.9,31.0,96,1,31.327836397257524,185.522,182.88,365.76,37.5,135.25061966586327,328.26,7,2.0,3,223,10.0,55.25,1.0,-35.45,16.666666666666664,0,VIP Customers
724,1,307.95,119,7.4375,6.0,12,2,4.350766216043637,307.95,307.95,307.95,307.95,0.0,0.0,16,16.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
438,1,208.63,1,1.0,1.0,1,1,0.0,208.63,208.63,208.63,208.63,0.0,0.0,1,1.0,1,0,0.0,0.0,2.0,-417.26,66.66666666666666,0,VIP Customers
156,11,3270.79,1600,5.031446540880503,3.0,48,1,5.221795361445875,297.3445454545454,244.9,666.6,131.55,160.8118092904645,535.05,155,28.0,8,510,0.0,50.4,0.0,0.0,0.0,3,At-Risk Customers
39,5,994.51,530,8.983050847457626,6.0,48,1,8.144157045399393,198.902,210.45,329.37,71.22,100.3125798192829,258.15,55,11.8,5,487,0.0,121.25,1.0,-6.72,16.666666666666664,3,At-Risk Customers
392,6,1192.94,555,7.708333333333333,6.0,16,1,4.136534236889349,198.82333333333332,171.34500000000003,426.27,83.26,129.7422152834869,343.01,51,12.0,5,276,6.944444444444445,54.8,1.0,-12.6,14.285714285714285,0,VIP Customers
190,3,1689.53,996,9.764705882352942,10.0,25,1,7.237384340413057,563.1766666666666,483.65,815.79,390.09,223.7151996028284,425.69999999999993,93,34.0,3,456,0.0,227.5,0.0,0.0,0.0,3,At-Risk Customers
360,4,1101.97,733,10.940298507462687,12.0,36,2,7.166590409069113,275.4925,292.935,314.90000000000003,201.2,51.79712564418994,113.70000000000002,56,16.75,4,217,55.223880597014926,72.0,5.0,-40.7,55.55555555555556,0,VIP Customers
137,6,792.51,653,12.320754716981131,12.0,36,1,6.971848846792748,132.085,132.19,177.78,87.4,29.475540877140823,90.38,50,8.833333333333334,5,439,0.0,87.6,0.0,0.0,0.0,3,At-Risk Customers
8,7,4368.62,2694,21.902439024390244,12.0,100,1,21.408752091926026,624.0885714285714,356.39,1316.2,94.56,500.2569257367848,1221.64,108,17.571428571428573,4,534,0.0,88.83333333333333,1.0,-15.95,12.5,3,At-Risk Customers
1,1,360.0,96,48.0,48.0,72,24,33.94112549695428,360.0,360.0,360.0,360.0,0.0,0.0,2,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
268,3,1218.7,416,6.709677419354839,6.0,25,1,5.157795617503738,406.23333333333335,351.18,725.02,142.5,295.1364764534085,582.52,56,20.666666666666668,3,260,0.0,129.5,2.0,-45.4,40.0,0,VIP Customers
169,3,1285.51,455,8.272727272727273,6.0,25,2,6.087189175134289,428.5033333333333,371.89,598.64,314.98,150.06515596011397,283.66,44,18.33333333333333,3,404,0.0,202.0,2.0,-18.3,40.0,3,At-Risk Customers
104,4,618.09,345,4.25925925925926,3.0,36,1,5.132683941608372,154.5225,153.495,173.91,137.19,15.04070781800731,36.72,75,20.25,4,188,70.37037037037037,62.333333333333336,0.0,0.0,0.0,0,VIP Customers
155,2,159.2,12,4.0,5.0,6,1,2.6457513110645907,79.6,79.6,95.45,63.75,22.415284963613555,31.700000000000003,3,1.5,1,371,0.0,371.0,0.0,0.0,0.0,3,At-Risk Customers
400,1,61.72,26,6.5,6.5,12,1,4.654746681256314,61.72,61.72,61.72,61.72,0.0,0.0,4,4.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
351,4,1217.99,716,9.17948717948718,10.0,48,1,7.628966653560114,304.4975,304.635,308.3,300.42,4.155128357423712,7.8799999999999955,59,19.5,4,318,0.0,105.66666666666669,3.0,-97.2,42.85714285714285,3,At-Risk Customers
4,16,3616.41,2228,11.14,8.0,48,1,11.80241011074054,226.025625,194.65,538.56,75.3,126.14420483286844,463.25999999999993,153,12.5,9,635,4.5,41.86666666666667,0.0,0.0,0.0,3,At-Risk Customers
430,1,53.65,74,18.5,18.5,25,12,7.505553499465135,53.65,53.65,53.65,53.65,0.0,0.0,4,4.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
120,3,273.34,140,9.333333333333334,6.0,36,2,8.507699593953255,91.11333333333334,30.6,227.74,15.0,118.57898014965949,212.74,15,5.0,2,472,0.0,235.5,0.0,0.0,0.0,3,At-Risk Customers
23,4,1670.37,1073,15.112676056338028,12.0,288,2,33.72771191924894,417.5925,285.37,814.95,284.68,264.90552698084656,530.27,65,17.75,4,574,0.0,191.0,1.0,-17.9,20.0,3,At-Risk Customers
7,6,1706.37,1914,14.723076923076922,12.0,36,1,8.456927241387973,284.395,271.675,390.71,155.93,90.53974436676968,234.78,95,21.666666666666668,6,385,0.0,76.8,0.0,0.0,0.0,3,At-Risk Customers
28,5,1541.2,816,8.589473684210526,6.0,25,1,6.524087507471922,308.24,314.38,410.18,159.72,106.99358695734992,250.46,80,19.0,3,374,0.0,93.0,3.0,-48.400000000000006,37.5,3,At-Risk Customers
4,2,598.57,305,11.73076923076923,8.0,48,1,12.25906258180516,299.285,299.285,490.11,108.46,269.86730303984586,381.65,25,13.0,2,145,0.0,145.0,0.0,0.0,0.0,0,VIP Customers
451,1,124.75,41,8.2,3.0,24,1,9.934787365615833,124.75,124.75,124.75,124.75,0.0,0.0,5,5.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
22,12,3445.32,2308,12.342245989304812,10.0,200,1,16.163827972153054,287.11,307.95000000000005,380.28,3.61,92.5928735722336,376.67,105,15.583333333333334,8,715,7.4866310160427805,64.54545454545455,3.0,-22.05,20.0,3,At-Risk Customers
2,3,775.94,560,9.03225806451613,8.0,25,1,6.835221564364267,258.6466666666667,186.47,499.62,89.85,214.20776510979556,409.77,55,20.33333333333333,3,72,0.0,35.5,1.0,-182.43,25.0,0,VIP Customers
689,1,310.26000000000005,232,10.545454545454543,10.0,36,3,7.248824356090754,310.26000000000005,310.26000000000005,310.26000000000005,310.26000000000005,0.0,0.0,22,22.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
37,10,12940.82,19931,115.20809248554912,24.0,2880,1,397.7087320081448,1294.082,1344.16,2017.36,230.68,540.5003515015817,1786.68,115,17.3,6,602,21.38728323699422,66.44444444444444,2.0,-284.64,16.666666666666664,3,At-Risk Customers
66,19,6486.091,3149,9.15406976744186,6.0,48,1,7.913312085975467,341.3732105263158,344.85,959.7,7.649999999999999,238.0588255248827,952.05,222,18.105263157894736,10,660,11.627906976744184,40.8125,12.0,-417.56,38.70967741935484,3,At-Risk Customers
1,3,640.76,304,15.2,12.0,48,2,10.96213578882471,213.58666666666667,186.96,302.96,150.84,79.4786646423638,152.11999999999998,14,6.666666666666667,2,36,15.0,17.5,0.0,0.0,0.0,0,VIP Customers
5,58,21323.22,8974,9.722643553629467,8.0,60,1,7.872010106224741,367.6417241379311,323.705,1855.99,7.9,309.4379915897213,1848.09,345,15.913793103448276,12,727,5.958829902491875,12.625,20.0,-348.26,25.64102564102564,3,At-Risk Customers
78,6,2211.6,1509,10.12751677852349,10.0,25,2,4.703777364485804,368.6,346.305,551.05,188.8,128.57812426692183,362.25,98,24.83333333333333,4,400,0.0,79.8,3.0,-67.15,33.33333333333333,3,At-Risk Customers
72,2,567.36,372,33.81818181818182,16.0,160,6,45.61100345710054,283.68,283.68,308.32,259.04,34.84622217687304,49.27999999999997,10,5.5,1,14,0.0,14.0,0.0,0.0,0.0,0,VIP Customers
17,1,199.48,117,4.68,2.0,25,1,6.780609608779041,199.48,199.48,199.48,199.48,0.0,0.0,25,25.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
3,5,787.85,175,8.333333333333334,4.0,48,3,9.814954576223638,157.57,137.3,274.8,97.7,69.15064714086196,177.10000000000002,6,4.2,3,81,0.0,20.0,0.0,0.0,0.0,0,VIP Customers
36,18,10513.47,8448,64.0,32.0,240,1,62.88448151386139,584.0816666666666,493.5750000000001,1783.24,17.7,372.9790518049159,1765.54,36,7.333333333333333,9,527,20.454545454545457,30.647058823529413,5.0,-92.1,21.73913043478261,3,At-Risk Customers
82,1,675.3,240,20.0,20.0,40,4,11.77825423088128,675.3,675.3,675.3,675.3,0.0,0.0,12,12.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
432,1,281.76,140,10.76923076923077,12.0,24,2,6.759608545789297,281.76,281.76,281.76,281.76,0.0,0.0,13,13.0,1,0,100.0,0.0,0.0,0.0,0.0,0,VIP Customers
39,20,9134.48,4203,13.093457943925234,12.0,40,1,8.213022483699715,456.724,419.605,914.16,60.0,239.82865386508095,854.1600000000001,175,16.05,12,682,10.903426791277258,35.421052631578945,2.0,-138.45,9.090909090909092,3,At-Risk Customers
316,1,1308.48,680,40.0,48.0,144,12,30.659419433511783,1308.48,1308.48,1308.48,1308.48,0.0,0.0,17,17.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
32,8,4808.77,3311,28.059322033898304,24.0,144,3,28.25594026430892,601.09625,331.075,2366.12,304.2,715.4582929630789,2061.92,68,14.75,4,703,0.0,100.14285714285714,6.0,-135.95,42.85714285714285,3,At-Risk Customers
93,6,2796.1,1951,16.675213675213676,12.0,72,1,11.4964980123852,466.01666666666665,424.405,628.49,335.82,116.63687352920032,292.67,80,19.5,5,562,15.384615384615383,112.2,0.0,0.0,0.0,3,At-Risk Customers
402,1,262.4,54,4.5,4.0,12,1,3.503245248726853,262.4,262.4,262.4,262.4,0.0,0.0,12,12.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
14,1,350.90000000000003,179,8.523809523809524,8.0,24,1,5.240410743625423,350.90000000000003,350.90000000000003,350.90000000000003,350.90000000000003,0.0,0.0,21,21.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
411,3,1015.74,685,12.454545454545457,10.0,48,2,11.96417210430434,338.58,162.17999999999998,701.7,151.86,314.51347570493704,549.84,54,18.33333333333333,3,247,10.909090909090908,123.0,0.0,0.0,0.0,0,VIP Customers
82,5,6201.8,3198,6.746835443037975,6.0,32,1,6.000990096808772,1240.36,1176.32,1637.19,793.73,342.6283879803306,843.46,307,93.6,3,570,10.970464135021098,142.0,1.0,-6.75,16.666666666666664,3,At-Risk Customers
77,1,795.12,559,10.96078431372549,6.0,48,1,8.888106174689241,795.12,795.12,795.12,795.12,0.0,0.0,51,51.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
546,1,1575.26,980,11.264367816091951,8.0,48,1,10.817148068148764,1575.26,1575.26,1575.26,1575.26,0.0,0.0,87,87.0,1,0,0.0,0.0,1.0,-26.71,50.0,0,VIP Customers
158,4,2445.62,1151,8.9921875,6.0,72,1,9.433977871727915,611.405,619.335,757.1,449.85,165.79841102978037,307.25,113,32.0,4,545,0.0,181.0,6.0,-222.0,60.0,3,At-Risk Customers
201,1,860.12,326,6.037037037037037,4.0,24,1,5.2913705574228,860.12,860.12,860.12,860.12,0.0,0.0,54,54.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
45,12,22100.56,9636,44.8186046511628,32.0,576,2,50.0549196318635,1841.7133333333331,948.88,3678.03,482.8,1315.8249716870216,3195.23,190,17.916666666666668,5,609,11.627906976744184,55.18181818181818,0.0,0.0,0.0,3,At-Risk Customers
261,1,775.85,301,7.166666666666667,6.0,24,1,4.7571085021064015,775.85,775.85,775.85,775.85,0.0,0.0,42,42.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
178,1,353.43,135,7.105263157894737,6.0,24,1,5.536693124982991,353.43,353.43,353.43,353.43,0.0,0.0,19,19.0,1,0,0.0,0.0,1.0,-49.5,50.0,0,VIP Customers
68,3,2511.69,952,8.206896551724139,8.0,24,1,5.122019373135034,837.23,533.46,1656.15,322.08,717.0375519455031,1334.0700000000002,115,38.66666666666666,2,209,0.0,104.5,0.0,0.0,0.0,0,VIP Customers
288,1,389.5,141,7.05,6.0,12,1,3.5905577927611603,389.5,389.5,389.5,389.5,0.0,0.0,20,20.0,1,0,0.0,0.0,1.0,-11.9,50.0,0,VIP Customers
463,6,299.4,180,30.0,30.0,48,18,12.0,49.9,48.150000000000006,60.0,45.0,5.941716923583621,15.0,4,1.0,5,133,0.0,26.4,0.0,0.0,0.0,0,VIP Customers
70,1,341.36,205,25.625,24.0,36,1,11.587400793226111,341.36,341.36,341.36,341.36,0.0,0.0,8,8.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
64,1,233.76,136,9.714285714285714,12.0,12,4,3.2208114464566804,233.76,233.76,233.76,233.76,0.0,0.0,14,14.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
11,1,247.32,225,14.0625,12.0,24,1,6.557120811250417,247.32,247.32,247.32,247.32,0.0,0.0,16,16.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
16,2,979.12,287,7.175,4.0,24,1,7.239094361830572,489.56000000000006,489.56000000000006,646.57,332.55,222.0456714281997,314.02000000000004,36,20.0,2,63,0.0,63.0,1.0,-68.4,33.33333333333333,0,VIP Customers
66,1,373.94,117,7.3125,6.0,24,1,5.412562547752528,373.94,373.94,373.94,373.94,0.0,0.0,16,16.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
60,1,397.98,321,13.375,12.0,25,1,7.0576045942441175,397.98,397.98,397.98,397.98,0.0,0.0,24,24.0,1,0,0.0,0.0,1.0,-8.7,50.0,0,VIP Customers
71,1,743.53,604,11.84313725490196,12.0,36,2,7.403708662608512,743.53,743.53,743.53,743.53,0.0,0.0,51,51.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
122,1,674.7,314,9.8125,10.0,48,2,7.63876995671508,674.7,674.7,674.7,674.7,0.0,0.0,32,32.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
80,1,768.24,325,7.738095238095238,6.0,24,1,5.852077070535636,768.24,768.24,768.24,768.24,0.0,0.0,42,42.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
257,5,3805.51,2112,5.360406091370559,3.0,48,1,6.685753022161908,761.1020000000001,743.87,1491.47,49.3,521.0615310786242,1442.17,284,77.2,3,369,22.588832487309645,92.0,0.0,0.0,0.0,3,At-Risk Customers
269,1,439.03,285,9.827586206896552,6.0,48,1,10.763924422138851,439.03,439.03,439.03,439.03,0.0,0.0,29,29.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
64,2,1043.31,381,6.803571428571429,6.0,24,1,5.107640062982807,521.655,521.655,603.75,439.56,116.09986240301922,164.19,52,28.0,2,339,0.0,339.0,2.0,-41.35,50.0,3,At-Risk Customers
432,4,1553.65,942,14.272727272727272,12.0,48,1,10.463924038987775,388.4125,419.25,702.5500000000001,12.6,287.0807337521393,689.95,58,16.5,3,269,0.0,89.0,3.0,-89.55,42.85714285714285,0,VIP Customers
472,2,1450.5,324,9.529411764705882,10.0,36,3,6.091401262473476,725.25,725.25,817.25,633.25,130.10764773832474,184.0,29,17.0,2,145,0.0,145.0,0.0,0.0,0.0,0,VIP Customers
9,7,5394.07,2481,8.325503355704697,6.0,48,1,6.735859655703608,770.5814285714285,756.11,812.7,739.77,28.62361812010694,72.93000000000006,186,42.57142857142857,4,415,17.114093959731544,68.83333333333333,3.0,-36.5,30.0,3,At-Risk Customers
18,3,1723.86,1146,11.235294117647058,10.0,48,1,8.183751676144428,574.62,603.82,731.36,388.68,173.19606115613598,342.68,78,34.0,2,392,0.0,195.5,0.0,0.0,0.0,3,At-Risk Customers
71,1,134.96,71,7.1,6.0,12,1,3.8427420765212266,134.96,134.96,134.96,134.96,0.0,0.0,10,10.0,1,0,0.0,0.0,1.0,-134.96,50.0,0,VIP Customers
34,2,2225.37,1247,9.7421875,10.0,25,2,6.301163614262113,1112.685,1112.685,1524.77,700.6,582.776195850517,824.17,122,64.0,2,184,69.53125,184.0,2.0,-61.05,50.0,3,At-Risk Customers
50,1,56.16,144,144.0,144.0,144,144,0.0,56.16,56.16,56.16,56.16,0.0,0.0,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
432,1,510.2,253,12.65,12.0,48,1,10.424035989758933,510.2,510.2,510.2,510.2,0.0,0.0,20,20.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
257,4,1121.5,606,11.653846153846152,12.0,48,1,8.661124808952898,280.375,249.05,588.0,35.400000000000006,287.4607494946049,552.6,45,13.0,3,166,0.0,55.0,1.0,-35.400000000000006,20.0,0,VIP Customers
366,1,308.28000000000003,149,10.642857142857142,8.0,32,1,9.763410051010652,308.28000000000003,308.28000000000003,308.28000000000003,308.28000000000003,0.0,0.0,14,14.0,1,0,0.0,0.0,1.0,-44.53,50.0,0,VIP Customers
372,1,754.87,343,8.794871794871796,6.0,48,2,7.907955644990105,754.87,754.87,754.87,754.87,0.0,0.0,39,39.0,1,0,0.0,0.0,1.0,-33.55,50.0,0,VIP Customers
505,2,2297.66,1019,11.076086956521738,8.0,48,1,10.094317513249202,1148.83,1148.83,1189.01,1108.65,56.82310093615081,80.3599999999999,75,46.0,2,127,0.0,127.0,2.0,-26.2,50.0,0,VIP Customers
90,1,378.64,159,6.913043478260869,6.0,24,1,6.34545681053676,378.64,378.64,378.64,378.64,0.0,0.0,23,23.0,1,0,100.0,0.0,0.0,0.0,0.0,0,VIP Customers
61,6,7587.19,4263,11.90782122905028,10.0,288,1,17.26543137977897,1264.5316666666668,1162.275,2120.09,748.42,476.20497827791206,1371.67,292,59.66666666666666,4,672,31.28491620111732,134.0,0.0,0.0,0.0,3,At-Risk Customers
415,2,422.8,135,7.9411764705882355,8.0,18,1,4.656589259255294,211.4,211.4,299.6,123.2,124.733636201307,176.40000000000003,17,8.5,2,34,0.0,34.0,0.0,0.0,0.0,0,VIP Customers
89,2,1792.23,1124,15.830985915492958,10.0,120,1,20.155811579855964,896.115,896.115,1013.58,778.65,166.12059610415565,234.9300000000001,62,35.5,1,356,0.0,356.0,1.0,-5.75,33.33333333333333,3,At-Risk Customers
99,3,1019.76,493,9.30188679245283,9.0,24,1,6.228300501804947,339.92,376.0,394.0,249.76,78.59783203116993,144.24,45,17.666666666666668,3,135,0.0,67.0,0.0,0.0,0.0,0,VIP Customers
397,2,1552.88,748,9.58974358974359,6.0,36,1,8.118338863796332,776.44,776.44,815.32,737.56,54.98462330506605,77.7600000000001,71,39.0,2,249,0.0,249.0,2.0,-57.45,50.0,0,VIP Customers
26,3,572.56,601,6.195876288659794,4.0,25,1,6.561629585542711,190.85333333333327,136.74,299.53,136.29,94.11702307942666,163.23999999999998,85,31.33333333333333,3,110,86.5979381443299,54.5,0.0,0.0,0.0,0,VIP Customers
433,1,62.4,48,16.0,12.0,24,12,6.928203230275509,62.4,62.4,62.4,62.4,0.0,0.0,3,3.0,1,0,100.0,0.0,0.0,0.0,0.0,0,VIP Customers
32,12,8224.37,5125,14.396067415730338,12.0,120,1,14.052131760926107,685.3641666666666,668.6600000000001,1184.08,17.4,295.9101306588119,1166.6799999999998,154,29.666666666666668,7,706,6.460674157303371,63.72727272727273,3.0,-39.35,20.0,3,At-Risk Customers
281,5,1387.58,863,10.034883720930232,10.0,24,1,5.50389738793415,277.516,222.99,508.94,179.61,132.11260927708602,329.33,74,17.2,3,451,0.0,112.25,0.0,0.0,0.0,0,VIP Customers
544,1,305.28000000000003,288,288.0,288.0,288,288,0.0,305.28000000000003,305.28000000000003,305.28000000000003,305.28000000000003,0.0,0.0,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0,VIP Customers
